,location,total_sqft,bath,price,BHK
2122,Whitefield,2321.0,4.0,43.084877208099954,3
2123,Whitefield,1320.0,2.0,75.75757575757575,2
2124,Whitefield,1896.0,3.0,52.742616033755276,3
2125,Whitefield,1346.0,2.0,74.29420505200595,2
2126,Whitefield,1410.0,3.0,70.92198581560284,3
2127,Whitefield,1150.0,2.0,86.95652173913044,3
2128,Whitefield,1280.0,2.0,78.125,2
2129,Whitefield,1200.0,2.0,83.33333333333333,2
2130,Whitefield,2268.0,3.0,44.091710758377424,4
2131,Whitefield,1150.0,2.0,86.95652173913044,2
2132,Whitefield,1500.0,3.0,66.66666666666667,3
2133,Whitefield,1285.0,2.0,77.82101167315174,2
2134,Whitefield,1697.0,3.0,58.927519151443725,3
2135,Whitefield,1130.0,2.0,88.49557522123894,2
2136,Whitefield,1215.0,2.0,82.3045267489712,2
2137,Whitefield,1520.0,2.0,65.78947368421052,3
2138,Whitefield,1495.0,2.0,66.88963210702342,2
2139,Whitefield,1216.0,2.0,82.23684210526316,2
2140,Whitefield,1350.0,3.0,74.07407407407408,3
2141,Whitefield,1173.0,2.0,85.25149190110827,2
2142,Whitefield,1269.0,2.0,78.80220646178093,2
2143,Whitefield,1545.0,3.0,64.72491909385113,3
2144,Whitefield,1306.0,3.0,76.5696784073507,3
2145,Whitefield,1386.0,3.0,72.15007215007215,3
2146,Whitefield,1132.0,2.0,88.33922261484099,2
2147,Whitefield,1200.0,2.0,83.33333333333333,2
2148,Whitefield,1140.0,2.0,87.71929824561404,2
2149,Whitefield,1205.0,2.0,82.98755186721992,2
2150,Whitefield,1195.0,2.0,83.68200836820084,2
2151,Whitefield,1738.0,2.0,57.537399309551205,3
2152,Whitefield,1500.0,4.0,66.66666666666667,4
2153,Whitefield,1250.0,2.0,80.0,2
2154,Whitefield,1340.0,2.0,74.6268656716418,2
2155,Whitefield,1320.0,2.0,75.75757575757575,2
2156,Whitefield,1200.0,3.0,83.33333333333333,3
2157,Whitefield,1180.0,2.0,84.7457627118644,2
2158,Whitefield,1095.0,2.0,91.32420091324201,2
2159,Whitefield,1415.0,2.0,70.6713780918728,2
2160,Whitefield,1105.0,2.0,90.49773755656109,2
2161,Whitefield,1200.0,2.0,83.33333333333333,2
2162,Whitefield,1700.0,3.0,58.8235294117647,3
2163,Whitefield,1405.0,2.0,71.17437722419929,2
2164,Whitefield,1345.0,2.0,74.34944237918215,3
2165,Whitefield,1200.0,2.0,83.33333333333333,2
2166,Whitefield,1150.0,2.0,86.95652173913044,2
2167,Whitefield,1440.0,2.0,69.44444444444444,3
2168,Whitefield,1200.0,2.0,83.33333333333333,2
2169,Whitefield,1109.0,2.0,90.17132551848512,2
2170,Whitefield,1700.0,3.0,58.8235294117647,3
2171,Whitefield,1215.0,2.0,82.3045267489712,2
2172,Whitefield,1216.0,2.0,82.23684210526316,2
2173,Whitefield,1840.0,3.0,54.34782608695652,3
2174,Whitefield,1778.0,3.0,56.2429696287964,3
2175,Whitefield,1400.0,2.0,71.42857142857143,2
2176,Whitefield,2155.0,3.0,46.403712296983755,4
2177,Whitefield,1230.0,2.0,81.30081300813008,2
2178,Whitefield,1205.0,2.0,82.98755186721992,2
2179,Whitefield,1125.0,2.0,88.88888888888889,2
2180,Whitefield,1216.0,2.0,82.23684210526316,2
2181,Whitefield,1216.0,2.0,82.23684210526316,2
2182,Whitefield,1355.0,2.0,73.80073800738008,2
2183,Whitefield,1255.0,2.0,79.6812749003984,2
2184,Whitefield,1216.0,2.0,82.23684210526316,2
2185,Whitefield,1140.0,2.0,87.71929824561404,2
2186,Whitefield,1190.0,2.0,84.03361344537815,2
2187,Whitefield,1312.0,2.0,76.21951219512195,2
2188,Whitefield,1745.0,3.0,57.306590257879655,3
2189,Whitefield,1096.0,2.0,91.24087591240875,2
2190,Whitefield,1116.0,2.0,89.60573476702508,2
2191,Whitefield,1227.0,2.0,81.49959250203749,2
2192,Whitefield,1235.0,2.0,80.97165991902834,2
2193,Whitefield,1870.0,3.0,53.475935828877006,3
2194,Whitefield,1175.0,2.0,85.1063829787234,2
2195,Whitefield,1180.0,2.0,84.7457627118644,2
2196,Whitefield,1862.0,3.0,53.70569280343717,3
2197,Whitefield,1655.0,3.0,60.42296072507553,3
2198,Whitefield,1085.0,2.0,92.16589861751152,2
2199,Whitefield,1600.0,3.0,62.5,3
2200,Whitefield,1230.0,4.0,81.30081300813008,4
2201,Whitefield,1255.0,2.0,79.6812749003984,2
2202,Whitefield,1200.0,3.0,83.33333333333333,3
2203,Whitefield,1451.0,2.0,68.91798759476224,3
2204,Whitefield,1187.0,2.0,84.24599831508003,2
2205,Whitefield,1216.0,2.0,82.23684210526316,2
2206,Whitefield,1301.0,2.0,76.86395080707149,2
2207,Whitefield,1330.0,2.0,75.18796992481202,3
2208,Whitefield,1155.0,2.0,86.58008658008659,2
2209,Whitefield,1355.0,3.0,73.80073800738008,2
2210,Whitefield,1216.0,2.0,82.23684210526316,2
2211,Whitefield,1242.0,2.0,80.51529790660226,2
2212,Whitefield,1495.0,2.0,66.88963210702342,3
2213,Whitefield,1548.0,3.0,64.59948320413437,3
2214,Whitefield,1200.0,2.0,83.33333333333333,2
2215,Whitefield,1200.0,2.0,83.33333333333333,2
2216,Whitefield,1405.0,3.0,71.17437722419929,3
2217,Whitefield,1355.0,2.0,73.80073800738008,2
2218,Whitefield,1105.0,2.0,90.49773755656109,2
2219,Whitefield,2324.0,2.0,43.029259896729776,2
2220,Whitefield,1173.0,2.0,85.25149190110827,2
2221,Whitefield,1200.0,3.0,83.33333333333333,3
2222,Whitefield,1118.0,2.0,89.44543828264759,2
2223,Whitefield,1216.0,2.0,82.23684210526316,2
2224,Whitefield,1100.0,2.0,90.9090909090909,2
2225,Whitefield,1200.0,3.0,83.33333333333333,3
2226,Whitefield,1550.0,2.0,64.51612903225806,3
2227,Whitefield,2173.0,3.0,46.01932811780948,3
2228,Whitefield,1435.0,3.0,69.68641114982579,3
2229,Whitefield,1870.0,3.0,53.475935828877006,3
2230,Whitefield,1320.0,2.0,75.75757575757575,2
2231,Whitefield,1485.0,2.0,67.34006734006734,2
2232,Whitefield,1755.0,3.0,56.98005698005698,3
2233,Whitefield,1608.0,2.0,62.18905472636816,3
2234,Whitefield,2225.0,3.0,44.943820224719104,3
2235,Whitefield,1250.0,2.0,80.0,2
2236,Whitefield,1800.0,4.0,55.55555555555556,4
2237,Whitefield,1185.0,2.0,84.38818565400844,2
2238,Whitefield,1200.0,3.0,83.33333333333333,3
2239,Whitefield,2210.0,3.0,45.248868778280546,3
2240,Whitefield,1173.0,2.0,85.25149190110827,2
2241,Whitefield,1740.0,4.0,57.47126436781609,3
2242,Whitefield,1216.0,2.0,82.23684210526316,2
2243,Whitefield,1060.0,2.0,94.33962264150944,2
2244,Whitefield,1655.0,3.0,60.42296072507553,3
2245,Whitefield,1125.0,2.0,88.88888888888889,2
2246,Whitefield,1180.0,2.0,84.7457627118644,2
2247,Whitefield,1280.0,2.0,78.125,2
2248,Whitefield,2023.0,4.0,49.431537320810676,3
2249,Whitefield,2134.0,4.0,46.860356138706656,3
2250,Whitefield,1458.0,2.0,68.58710562414267,3
2251,Whitefield,1808.0,4.0,55.309734513274336,3
2252,Whitefield,1537.0,2.0,65.06180871828236,3
2253,Whitefield,1186.0,2.0,84.31703204047217,2
2254,Whitefield,1806.0,3.0,55.370985603543744,3
2255,Whitefield,1109.0,2.0,90.17132551848512,2
2256,Whitefield,1216.0,2.0,82.23684210526316,2
2257,Whitefield,1452.0,3.0,68.87052341597796,3
2258,Whitefield,1150.0,2.0,86.95652173913044,2
2259,Whitefield,1600.0,3.0,62.5,3
2260,Whitefield,1295.0,2.0,77.22007722007721,2
2261,Whitefield,1991.0,3.0,50.22601707684581,3
2262,Whitefield,1190.0,2.0,84.03361344537815,2
2263,Whitefield,1109.0,2.0,90.17132551848512,2
2264,Whitefield,1655.0,3.0,60.42296072507553,3
2265,Whitefield,1850.0,3.0,54.054054054054056,3
2266,Whitefield,1200.0,3.0,83.33333333333333,3
2267,Whitefield,1290.0,2.0,77.51937984496124,2
2268,Whitefield,1200.0,2.0,83.33333333333333,2
2269,Whitefield,1140.0,2.0,87.71929824561404,2
2270,Whitefield,1216.0,2.0,82.23684210526316,2
2271,Whitefield,1356.0,2.0,73.74631268436578,2
2272,Whitefield,1338.0,2.0,74.73841554559043,2
2273,Whitefield,1115.0,2.0,89.68609865470852,2
2274,Whitefield,1870.0,3.0,53.475935828877006,3
2275,Whitefield,1105.0,2.0,90.49773755656109,2
2276,Whitefield,1074.0,2.0,93.10986964618249,2
2277,Whitefield,1100.0,2.0,90.9090909090909,2
2278,Whitefield,1267.0,2.0,78.92659826361484,2
2279,Whitefield,1836.0,3.0,54.46623093681917,3
2280,Whitefield,1197.0,2.0,83.5421888053467,2
2281,Whitefield,2297.0,5.0,43.535045711798,5
2282,Whitefield,1275.0,2.0,78.43137254901961,3
2283,Whitefield,1155.0,2.0,86.58008658008659,2
2284,Whitefield,1141.0,2.0,87.64241893076249,2
2285,Whitefield,1216.0,2.0,82.23684210526316,2
2286,Whitefield,1495.0,3.0,66.88963210702342,2
2287,Whitefield,1564.0,3.0,63.9386189258312,3
2288,Whitefield,1585.0,3.0,63.09148264984227,3
2289,Whitefield,1200.0,3.0,83.33333333333333,3
2290,Whitefield,1140.0,2.0,87.71929824561404,2
2291,Whitefield,1558.0,3.0,64.18485237483954,3
2292,Whitefield,1216.0,2.0,82.23684210526316,2
2293,Whitefield,1500.0,3.0,66.66666666666667,3
2294,Whitefield,1227.0,2.0,81.49959250203749,2
2295,Whitefield,1704.0,3.0,58.68544600938967,3
2296,Whitefield,1256.0,2.0,79.61783439490446,2
2297,Whitefield,1195.0,2.0,83.68200836820084,2
2298,Whitefield,1770.0,4.0,56.49717514124294,3
2299,Whitefield,1300.0,2.0,76.92307692307692,2
2300,Whitefield,1570.0,3.0,63.69426751592356,3
2301,Whitefield,1216.0,2.0,82.23684210526316,2
2302,Whitefield,1240.0,2.0,80.64516129032258,2
2303,Whitefield,1216.0,2.0,82.23684210526316,2
2304,Whitefield,1215.0,2.0,82.3045267489712,2
2305,Whitefield,2025.0,4.0,49.382716049382715,3
2306,Whitefield,1920.0,5.0,52.083333333333336,4
2307,Whitefield,1346.0,2.0,74.29420505200595,3
2308,Whitefield,1600.0,3.0,62.5,3
2309,Whitefield,1205.0,2.0,82.98755186721992,2
2310,Whitefield,1496.0,2.0,66.84491978609626,3
2311,Whitefield,1720.0,3.0,58.13953488372093,3
2312,Whitefield,1600.0,3.0,62.5,3
2313,Whitefield,1655.0,3.0,60.42296072507553,3
2314,Whitefield,1740.0,3.0,57.47126436781609,3
2315,Whitefield,1200.0,3.0,83.33333333333333,3
2316,Whitefield,1350.0,2.0,74.07407407407408,2
2317,Whitefield,1216.0,2.0,82.23684210526316,2
2318,Whitefield,1340.0,2.0,74.6268656716418,2
2319,Whitefield,1190.0,2.0,84.03361344537815,2
2320,Whitefield,2000.0,4.0,50.0,4
2321,Whitefield,1500.0,3.0,66.66666666666667,3
2322,Whitefield,1626.0,3.0,61.50061500615006,3
2323,Whitefield,1195.0,2.0,83.68200836820084,2
2324,Whitefield,1100.0,2.0,90.9090909090909,2
2325,Whitefield,1100.0,2.0,90.9090909090909,2
2326,Whitefield,1270.0,2.0,78.74015748031496,3
2327,Whitefield,1216.0,2.0,82.23684210526316,2
2328,Whitefield,1135.0,2.0,88.10572687224669,2
2329,Whitefield,1185.0,2.0,84.38818565400844,2
2330,Whitefield,1530.0,3.0,65.359477124183,3
2331,Whitefield,1187.0,2.0,84.24599831508003,2
2332,Whitefield,2247.0,3.0,44.50378282153983,3
2333,Whitefield,1190.0,2.0,84.03361344537815,2
2334,Whitefield,1160.0,2.0,86.20689655172414,2
2335,Whitefield,1600.0,4.0,62.5,4
2336,Whitefield,1216.0,2.0,82.23684210526316,2
2337,Whitefield,1180.0,2.0,84.7457627118644,2
2338,Whitefield,2140.0,3.0,46.728971962616825,3
2339,Whitefield,1314.0,2.0,76.10350076103501,2
2340,Whitefield,1530.0,3.0,65.359477124183,3
2341,Whitefield,1160.0,2.0,86.20689655172414,2
2342,Whitefield,1150.0,2.0,86.95652173913044,2
2343,Whitefield,1495.0,2.0,66.88963210702342,3
2344,Whitefield,1340.0,2.0,74.6268656716418,2
2345,Whitefield,1500.0,6.0,66.66666666666667,5
2346,Whitefield,1431.0,3.0,69.88120195667365,3
2347,Whitefield,2135.0,3.0,46.8384074941452,4
2348,Whitefield,1760.0,3.0,56.81818181818182,3
2349,Whitefield,1655.0,3.0,60.42296072507553,3
2350,Whitefield,1725.0,3.0,57.971014492753625,3
2351,Whitefield,1130.0,2.0,88.49557522123894,2
2352,Whitefield,2064.0,5.0,48.44961240310077,4
2353,Whitefield,1059.0,2.0,94.42870632672333,2
2354,Whitefield,1116.0,2.0,89.60573476702508,2
2355,Whitefield,1639.0,3.0,61.01281269066504,3
2356,Whitefield,1820.0,3.0,54.94505494505494,3
2357,Whitefield,1990.0,3.0,50.25125628140704,3
2358,Whitefield,1345.0,3.0,74.34944237918215,3
2359,Whitefield,1205.0,2.0,82.98755186721992,2
2360,Whitefield,1250.0,2.0,80.0,2
2361,Whitefield,1115.0,2.0,89.68609865470852,2
2362,Whitefield,1277.0,2.0,78.30853563038372,2
2363,Whitefield,1820.0,3.0,54.94505494505494,3
2364,Whitefield,1245.0,2.0,80.32128514056225,2
2365,Whitefield,1074.0,2.0,93.10986964618249,2
2366,Whitefield,1200.0,2.0,83.33333333333333,2
2367,Whitefield,1200.0,2.0,83.33333333333333,2
2368,Whitefield,2280.0,4.0,43.85964912280702,3
2369,Whitefield,1170.0,2.0,85.47008547008546,2
2370,Whitefield,1390.0,2.0,71.94244604316546,2
2371,Whitefield,1634.0,3.0,61.19951040391677,3
2372,Whitefield,1190.0,2.0,84.03361344537815,2
2373,Whitefield,1105.0,2.0,90.49773755656109,2
2374,Whitefield,1270.0,2.0,78.74015748031496,2
2375,Whitefield,1220.0,2.0,81.9672131147541,2
2376,Whitefield,1116.0,2.0,89.60573476702508,2
2377,Whitefield,1436.0,2.0,69.63788300835654,3
2378,Whitefield,1575.0,4.0,63.492063492063494,4
2379,Whitefield,1452.0,2.0,68.87052341597796,3
2380,Whitefield,1370.0,2.0,72.99270072992701,2
2381,Whitefield,1050.0,2.0,95.23809523809524,2
2382,Whitefield,1496.0,2.0,66.84491978609626,3
2383,Whitefield,1216.0,2.0,82.23684210526316,2
2384,Whitefield,1158.0,2.0,86.35578583765113,2
2385,Whitefield,1396.0,3.0,71.63323782234957,3
2386,Whitefield,1175.0,2.0,85.1063829787234,2
2387,Whitefield,1315.0,2.0,76.04562737642586,2
2388,Whitefield,1451.0,2.0,68.91798759476224,3
2389,Whitefield,1063.0,2.0,94.07337723424271,2
2390,Whitefield,1346.0,2.0,74.29420505200595,2
2391,Whitefield,1276.0,2.0,78.36990595611286,2
2392,Whitefield,1317.0,2.0,75.9301442672741,2
2393,Whitefield,1615.0,3.0,61.919504643962846,3
2394,Whitefield,1220.0,2.0,81.9672131147541,2
2395,Whitefield,1116.0,2.0,89.60573476702508,2
2396,Whitefield,1400.0,2.0,71.42857142857143,3
2397,Whitefield,1140.0,2.0,87.71929824561404,2
2398,Whitefield,1295.0,2.0,77.22007722007721,2
2399,Whitefield,1200.0,2.0,83.33333333333333,2
2400,Whitefield,1430.0,3.0,69.93006993006993,3
2401,Whitefield,1216.0,2.0,82.23684210526316,2
2402,Whitefield,2321.0,4.0,43.084877208099954,3
2403,Whitefield,1224.0,2.0,81.69934640522875,2
2404,Whitefield,1655.0,3.0,60.42296072507553,3
2405,Whitefield,1740.0,3.0,57.47126436781609,3
2406,Whitefield,1650.0,3.0,60.60606060606061,3
2407,Whitefield,1175.0,2.0,85.1063829787234,2
2408,Whitefield,1200.0,3.0,83.33333333333333,3
2409,Whitefield,1270.0,2.0,78.74015748031496,2
2410,Whitefield,1660.0,3.0,60.24096385542169,3
2411,Whitefield,1270.0,2.0,78.74015748031496,2
2412,Whitefield,1315.0,2.0,76.04562737642586,2
2413,Whitefield,1344.0,3.0,74.4047619047619,4
2414,Whitefield,1173.0,2.0,85.25149190110827,2
2415,Whitefield,1362.0,2.0,73.42143906020559,2
2416,Whitefield,1457.0,2.0,68.63417982155113,3
2417,Whitefield,1720.0,3.0,58.13953488372093,3
2418,Whitefield,1500.0,3.0,66.66666666666667,3
2419,Whitefield,1495.0,2.0,66.88963210702342,2
2420,Whitefield,1270.0,2.0,78.74015748031496,2
2421,Whitefield,1564.0,3.0,63.9386189258312,3
2422,Whitefield,1240.0,2.0,80.64516129032258,2
2423,Whitefield,1500.0,3.0,66.66666666666667,3
2424,Whitefield,1404.0,2.0,71.22507122507122,3
2425,Whitefield,1639.0,3.0,61.01281269066504,3
2426,Whitefield,1760.0,3.0,56.81818181818182,3
2427,Whitefield,1730.0,3.0,57.80346820809248,3
2428,Whitefield,1453.0,2.0,68.82312456985547,3
2429,Yelahanka,1600.0,2.0,62.5,3
2430,Yelahanka,1326.0,2.0,75.41478129713424,2
2431,Yelahanka,1327.0,2.0,75.35795026375283,2
2432,Yelahanka,1282.0,2.0,78.003120124805,3
2433,Yelahanka,1350.0,2.0,74.07407407407408,2
2434,Yelahanka,1035.0,2.0,96.61835748792271,2
2435,Yelahanka,1350.0,2.0,74.07407407407408,2
2436,Yelahanka,1210.0,2.0,82.64462809917356,2
2437,Yelahanka,1705.0,3.0,58.651026392961874,3
2438,Yelahanka,1590.0,2.0,62.893081761006286,3
2439,Yelahanka,1234.0,2.0,81.03727714748784,2
2440,Yelahanka,1315.0,2.0,76.04562737642586,2
2441,Yelahanka,1170.0,2.0,85.47008547008546,2
2442,Yelahanka,1120.0,2.0,89.28571428571429,2
2443,Yelahanka,1075.0,2.0,93.02325581395348,2
2444,Yelahanka,1614.0,3.0,61.95786864931846,3
2445,Yelahanka,1381.0,2.0,72.41129616220131,3
2446,Yelahanka,1537.0,3.0,65.06180871828236,3
2447,Yelahanka,1815.0,3.0,55.09641873278237,3
2448,Yelahanka,1150.0,2.0,86.95652173913044,2
2449,Yelahanka,1705.0,3.0,58.651026392961874,3
2450,Yelahanka,1065.0,2.0,93.89671361502347,2
2451,Yelahanka,1036.0,2.0,96.52509652509653,2
2452,Yelahanka,1300.0,2.0,76.92307692307692,2
2453,Yelahanka,1825.0,3.0,54.794520547945204,3
2454,Yelahanka,1603.0,3.0,62.38303181534623,3
2455,Yelahanka,1304.0,2.0,76.68711656441718,2
2456,Yelahanka,1550.0,3.0,64.51612903225806,3
2457,Yelahanka,1610.0,3.0,62.11180124223603,3
2458,Yelahanka,1455.0,3.0,68.72852233676976,3
2459,Yelahanka,1180.0,2.0,84.7457627118644,2
2460,Yelahanka,1616.0,3.0,61.881188118811885,3
2461,Yelahanka,915.0,2.0,109.2896174863388,2
2462,Yelahanka,1026.0,2.0,97.46588693957115,2
2463,Yelahanka,1517.0,3.0,65.91957811470007,3
2464,Yelahanka,1274.0,2.0,78.49293563579278,2
2465,Yelahanka,1327.0,2.0,75.35795026375283,2
2466,Yelahanka,1371.0,2.0,72.93946024799416,3
2467,Yelahanka,1712.0,3.0,58.41121495327103,3
2468,Yelahanka,1566.0,3.0,63.85696040868455,3
2469,Yelahanka,1180.0,3.0,84.7457627118644,3
2470,Yelahanka,1653.0,3.0,60.49606775559589,3
2471,Yelahanka,1275.0,2.0,78.43137254901961,3
2472,Yelahanka,1270.0,2.0,78.74015748031496,2
2473,Yelahanka,1400.0,2.0,71.42857142857143,3
2474,Yelahanka,1391.0,2.0,71.89072609633357,3
2475,Yelahanka,1322.0,2.0,75.642965204236,2
2476,Yelahanka,1100.0,2.0,90.9090909090909,2
2477,Yelahanka,1200.0,2.0,83.33333333333333,2
2478,Yelahanka,1326.0,2.0,75.41478129713424,2
2479,Yelahanka,1500.0,2.0,66.66666666666667,3
2480,Yelahanka,1250.0,2.0,80.0,2
2481,Yelahanka,1465.0,3.0,68.25938566552901,3
2482,Yelahanka,1721.0,3.0,58.10575246949448,3
2483,Yelahanka,1060.0,2.0,94.33962264150944,2
2484,Yelahanka,2100.0,4.0,47.61904761904762,4
2485,Yelahanka,1226.0,2.0,81.56606851549755,2
2486,Yelahanka,1692.0,3.0,59.1016548463357,3
2487,Yelahanka,1033.0,2.0,96.8054211035818,2
2488,Yelahanka,1390.0,2.0,71.94244604316546,2
2489,Yelahanka,1040.0,2.0,96.15384615384616,2
2490,Yelahanka,1345.0,2.0,74.34944237918215,3
2491,Yelahanka,2145.0,3.0,46.62004662004662,3
2492,Yelahanka,1800.0,4.0,55.55555555555556,4
2493,Yelahanka,1200.0,2.0,83.33333333333333,2
2494,Yelahanka,1322.0,2.0,75.642965204236,2
2495,Yelahanka,1036.0,2.0,96.52509652509653,2
2496,Yelahanka,1100.0,2.0,90.9090909090909,2
2497,Yelahanka,1614.0,2.0,61.95786864931846,3
2498,Yelahanka,1890.0,3.0,52.91005291005291,3
2499,Yelahanka,1556.0,3.0,64.26735218508998,3
2500,Yelahanka,1610.0,4.0,62.11180124223603,3
2501,Yelahanka,1075.0,2.0,93.02325581395348,3
2502,Yelahanka,1484.0,2.0,67.38544474393531,3
2503,Yelahanka,1260.0,2.0,79.36507936507937,2
2504,Yelahanka,1102.0,2.0,90.74410163339383,2
2505,Yelahanka,1519.0,2.0,65.83278472679395,2
2506,Yelahanka,1859.0,3.0,53.79236148466918,3
2507,Yelahanka,1050.0,2.0,95.23809523809524,2
2508,Yelahanka,1322.0,2.0,75.642965204236,2
2509,Yelahanka,1075.0,2.0,93.02325581395348,3
2510,Yelahanka,1285.0,2.0,77.82101167315174,2
2511,Yelahanka,1305.0,2.0,76.62835249042146,2
2512,Yelahanka,1180.0,2.0,84.7457627118644,2
2513,Yelahanka,1711.0,3.0,58.445353594389246,3
2514,Yelahanka,1315.0,2.0,76.04562737642586,2
2515,Yelahanka,1590.0,3.0,62.893081761006286,3
2516,Yelahanka,1390.0,2.0,71.94244604316546,2
2517,Yelahanka,1614.0,3.0,61.95786864931846,3
2518,Yelahanka,1075.0,1.0,93.02325581395348,1
2519,Yelahanka,1650.0,3.0,60.60606060606061,3
2520,Yelahanka,1200.0,2.0,83.33333333333333,2
2521,Yelahanka,990.0,2.0,101.01010101010101,2
2522,Yelahanka,935.0,2.0,106.95187165775401,2
2523,Yelahanka,1282.0,2.0,78.003120124805,3
2524,Yelahanka,1620.0,3.0,61.72839506172839,3
2525,Yelahanka,1614.0,3.0,61.95786864931846,3
2526,Yelahanka,1115.0,2.0,89.68609865470852,2
2527,Yelahanka,1653.0,3.0,60.49606775559589,3
2528,Yelahanka,1633.0,2.0,61.2369871402327,2
2529,Yelahanka,1445.0,2.0,69.20415224913495,2
2530,Yelahanka,1225.0,2.0,81.63265306122449,2
2531,Yelahanka,1065.0,2.0,93.89671361502347,2
2532,Yelahanka,1023.0,2.0,97.75171065493646,2
2533,Yelahanka,1560.0,2.0,64.1025641025641,3
2534,Yelahanka,1780.0,3.0,56.17977528089887,3
2535,Yelahanka,1076.0,2.0,92.93680297397769,2
2536,Yelahanka,1000.0,1.0,100.0,1
2537,Yelahanka,1342.0,2.0,74.51564828614009,3
2538,Yelahanka,1823.0,3.0,54.85463521667581,3
2539,Yelahanka,1792.0,3.0,55.80357142857143,3
2540,Yelahanka,1304.0,2.0,76.68711656441718,2
2541,Yelahanka,1250.0,2.0,80.0,2
2542,Yelahanka,1270.0,2.0,78.74015748031496,2
2543,Yelahanka,1300.0,2.0,76.92307692307692,2
2544,Yelahanka,1705.0,3.0,58.651026392961874,3
2545,Yelahanka,1890.0,4.0,52.91005291005291,3
2546,Yelahanka,1835.0,3.0,54.49591280653951,3
2547,Yelahanka,1847.0,3.0,54.141851651326476,3
2548,Yelahanka,1890.0,3.0,52.91005291005291,3
2549,Yelahanka,1491.0,3.0,67.0690811535882,3
2550,Yelahanka,2088.0,5.0,47.89272030651341,4
2551,Yelahanka,1330.0,2.0,75.18796992481202,2
2552,Yelahanka,1185.0,2.0,84.38818565400844,2
2553,Yelahanka,1517.0,3.0,65.91957811470007,3
2554,Yelahanka,1756.0,3.0,56.94760820045558,3
2555,Yelahanka,1050.0,2.0,95.23809523809524,2
2556,Yelahanka,1600.0,3.0,62.5,3
2557,Yelahanka,1664.0,3.0,60.09615384615385,3
2558,Yelahanka,1140.0,2.0,87.71929824561404,2
2559,Yelahanka,1200.0,2.0,83.33333333333333,2
2560,Yelahanka,1705.0,3.0,58.651026392961874,3
2561,Yelahanka,1350.0,2.0,74.07407407407408,3
2562,Yelahanka,1590.0,2.0,62.893081761006286,3
2563,Yelahanka,1633.0,3.0,61.2369871402327,3
2564,Yelahanka,1355.0,2.0,73.80073800738008,3
2565,Yelahanka,1756.0,3.0,56.94760820045558,3
2566,Yelahanka,1408.0,2.0,71.02272727272727,2
2567,Yelahanka,1101.0,2.0,90.82652134423252,2
2568,Yelahanka,1104.0,2.0,90.57971014492753,2
2569,Yelahanka,1325.0,2.0,75.47169811320755,3
2570,Yelahanka,1175.0,2.0,85.1063829787234,2
2571,Yelahanka,1322.0,2.0,75.642965204236,2
2572,Yelahanka,1315.0,2.0,76.04562737642586,2
2573,Yelahanka,1075.0,2.0,93.02325581395348,3
2574,Yelahanka,1430.0,3.0,69.93006993006993,3
2575,Yelahanka,1355.0,2.0,73.80073800738008,3
2576,Yelahanka,1045.0,2.0,95.69377990430623,2
2577,Yelahanka,1362.0,2.0,73.42143906020559,2
2578,Yelahanka,1234.0,2.0,81.03727714748784,2
2579,Yelahanka,1000.0,2.0,100.0,2
2580,Yelahanka,1282.0,2.0,78.003120124805,3
2581,Yelahanka,1180.0,2.0,84.7457627118644,2
2582,Yelahanka,1267.0,3.0,78.92659826361484,2
2583,Yelahanka,1360.0,2.0,73.52941176470588,2
2584,Yelahanka,1025.0,2.0,97.5609756097561,2
2585,other,1521.0,3.0,65.74621959237344,3
2586,other,1200.0,2.0,83.33333333333333,2
2587,other,1100.0,2.0,90.9090909090909,2
2588,other,1175.0,2.0,85.1063829787234,2
2589,other,1180.0,3.0,84.7457627118644,3
2590,other,1100.0,2.0,90.9090909090909,2
2591,other,1755.0,3.0,56.98005698005698,3
2592,other,1767.0,3.0,56.59309564233163,3
2593,other,1250.0,3.0,80.0,3
2594,other,1151.0,2.0,86.88097306689835,2
2595,other,1075.0,2.0,93.02325581395348,3
2596,other,1925.0,3.0,51.94805194805195,3
2597,other,1070.0,2.0,93.45794392523365,2
2598,other,1724.0,3.0,58.0046403712297,3
2599,other,1290.0,2.0,77.51937984496124,3
2600,other,1296.0,2.0,77.1604938271605,2
2601,other,970.0,2.0,103.09278350515464,2
2602,other,1270.0,2.0,78.74015748031496,2
2603,other,1670.0,3.0,59.880239520958085,3
2604,other,1185.0,2.0,84.38818565400844,2
2605,other,1200.0,2.0,83.33333333333333,2
2606,other,1500.0,2.0,66.66666666666667,2
2607,other,1160.0,2.0,86.20689655172414,2
2608,other,1100.0,2.0,90.9090909090909,2
2609,other,1140.0,2.0,87.71929824561404,2
2610,other,1358.0,2.0,73.63770250368188,2
2611,other,1569.0,3.0,63.73486297004462,3
2612,other,1206.0,2.0,82.91873963515755,2
2613,other,1150.0,2.0,86.95652173913044,2
2614,other,1660.0,2.0,60.24096385542169,3
2615,other,1325.0,2.0,75.47169811320755,3
2616,other,1499.0,5.0,66.711140760507,3
2617,other,1060.0,2.0,94.33962264150944,2
2618,other,1000.0,2.0,100.0,2
2619,other,1450.0,2.0,68.96551724137932,3
2620,other,1200.0,4.0,83.33333333333333,4
2621,other,1540.0,3.0,64.93506493506493,3
2622,other,1330.0,2.0,75.18796992481202,3
2623,other,1200.0,2.0,83.33333333333333,2
